,symbol,name,foreign_invest,foreign_proprietor,invest_trust,proprietor,total
88,2633,台灣高鐵        ,"2,180,200",0,"1,000","-84,891","2,096,309"
89,3047,訊舟            ,"2,052,000",0,0,"1,000","2,053,000"
90,3701,大眾控          ,"2,509,000",0,0,"-466,221","2,042,779"
91,1609,大亞            ,"2,070,332",0,0,"-39,000","2,031,332"
92,6139,亞翔            ,"1,927,900",0,0,"25,672","1,953,572"
93,00692,富邦公司治理    ,"390,125",0,0,"1,428,563","1,818,688"
94,00642U,期元大S&P石油   ,"-5,084",0,0,"1,810,000","1,804,916"
95,2809,京城銀          ,"2,031,502",0,"-53,000","-200,987","1,777,515"
96,2515,中工            ,"1,650,000",0,0,"46,731","1,696,731"
97,00907,永豐優息存股    ,"88,000",0,0,"1,578,137","1,666,137"
98,1102,亞泥            ,"2,351,460",0,"-224,782","-461,413","1,665,265"
99,00921,兆豐龍頭等權重  ,"757,000",0,0,"850,500","1,607,500"
100,00895,富邦未來車      ,"-251,000",0,0,"1,828,387","1,577,387"
101,3045,台灣大          ,"1,087,862",0,"487,208","-26,300","1,548,770"
102,2367,燿華            ,"979,500",0,0,"544,626","1,524,126"
103,3576,聯合再生        ,"1,508,000",0,0,32,"1,508,032"
104,1515,力山            ,"1,299,000",0,0,"169,000","1,468,000"
105,9919,康那香          ,"1,457,000",0,0,0,"1,457,000"
106,00894,中信小資高價30  ,"26,000",0,0,"1,408,037","1,434,037"
107,5521,工信            ,"1,376,000",0,0,"-9,997","1,366,003"
108,1582,信錦            ,"1,333,000",0,0,"-4,891","1,328,109"
109,00701,國泰股利精選30  ,"53,000",0,0,"1,254,574","1,307,574"
110,1802,台玻            ,"1,317,000",0,0,"-29,025","1,287,975"
111,00902,中信電池及儲能  ,"-89,000",0,0,"1,374,862","1,285,862"
112,2204,中華            ,"701,260",0,"538,468","30,203","1,269,931"
113,3376,新日興          ,"1,414,900",0,"-9,000","-145,471","1,260,429"
114,00903,富邦元宇宙      ,"-681,000",0,"400,000","1,534,552","1,253,552"
115,6285,啟碁            ,"1,072,989",0,"-184,540","288,877","1,177,326"
116,00896,中信綠能及電動車,"56,449",0,0,"1,116,819","1,173,268"
117,3702,大聯大          ,"2,102,000",0,"-583,000","-350,911","1,168,089"
118,2401,凌陽            ,"4,424,000",0,0,"-3,281,207","1,142,793"
119,00901,永豐智能車供應鏈,"120,000",0,0,"1,021,141","1,141,141"
120,00690,兆豐藍籌30      ,"14,000",0,0,"1,126,073","1,140,073"
121,1229,聯華            ,"1,117,940",0,"-11,269","18,025","1,124,696"
122,00897,富邦基因免疫生技,"-217,000",0,0,"1,339,001","1,122,001"
123,3583,辛耘            ,"514,000",0,"315,000","290,777","1,119,777"
124,00876,元大全球5G      ,"317,000",0,0,"801,481","1,118,481"
125,2451,創見            ,"1,152,340",0,0,"-36,000","1,116,340"
126,5871,中租-KY         ,"1,165,223",0,"-1,846","-48,464","1,114,913"
127,6116,彩晶            ,"1,126,000",0,0,"-14,080","1,111,920"
128,2301,光寶科          ,"1,323,311",0,"-217,888","-1,255","1,104,168"
129,2485,兆赫            ,"1,185,000",0,0,"-111,959","1,073,041"
130,2457,飛宏            ,"1,110,804",0,-438,"-51,513","1,058,853"
131,6451,訊芯-KY         ,"962,000",0,0,"89,046","1,051,046"
132,4958,臻鼎-KY         ,"1,451,296",0,"-240,975","-165,398","1,044,923"
133,2455,全新            ,"583,000",0,"337,000","121,421","1,041,421"
134,2376,技嘉            ,"74,089",0,"-81,000","1,024,377","1,017,466"
135,2104,國際中橡        ,"1,019,000",0,0,"-10,000","1,009,000"
136,2331,精英            ,"1,104,000",0,"-1,000","-102,681","1,000,319"
137,3406,玉晶光          ,"1,113,200",0,-144,"-113,062","999,994"
138,6443,元晶            ,"1,291,000",0,0,"-377,494","913,506"
139,00936,台新永續高息中小,"2,000",0,0,"907,184","909,184"
140,2538,基泰            ,"903,000",0,0,0,"903,000"
141,6789,采鈺            ,"728,050",0,"2,000","153,939","883,989"
142,2059,川湖            ,"788,000",0,"20,000","69,340","877,340"
143,2637,慧洋-KY         ,"801,400",0,"-2,000","65,711","865,111"
144,6213,聯茂            ,"1,305,000",0,"-260,000","-213,512","831,488"
145,2031,新光鋼          ,"316,000",0,"449,000","46,001","811,001"
146,2340,台亞            ,"790,426",0,0,"16,004","806,430"
147,1909,榮成            ,"799,000",0,0,0,"799,000"
148,8110,華東            ,"770,000",0,0,40,"770,040"
149,00850,元大臺灣ESG永續 ,"401,000",0,0,"362,848","763,848"
150,1316,上曜            ,"763,000",0,0,"-1,000","762,000"
151,4746,台耀            ,"50,000",0,"853,000","-150,807","752,193"
152,1444,力麗            ,"749,000",0,0,"-5,000","744,000"
153,2412,中華電          ,"763,274",0,"-32,286",-999,"729,989"
154,00912,中信臺灣智慧50  ,"165,000",0,0,"557,898","722,898"
155,6153,嘉聯益          ,"696,100",0,0,"26,750","722,850"
156,1905,華紙            ,"714,000",0,0,-610,"713,390"
157,6243,迅杰            ,"715,000",0,0,"-9,000","706,000"
158,020022,元大電動車N     ,0,0,0,"704,000","704,000"
159,3034,聯詠            ,"908,894",0,"-64,869","-145,485","698,540"
160,1717,長興            ,"652,400",0,"1,000","30,058","683,458"
161,00728,第一金工業30    ,"17,000",0,0,"663,295","680,295"
162,6533,晶心科          ,"420,050",0,"182,000","75,038","677,088"
163,0061,元大寶滬深      ,"391,000",0,0,"281,013","672,013"
164,00631L,元大台灣50正2   ,"2,282,558",0,0,"-1,611,609","670,949"
165,1434,福懋            ,"715,000",0,"-48,000",-65,"666,935"
166,3049,精金            ,"667,000",0,0,"-1,007","665,993"
167,6585,鼎基            ,"668,000",0,0,"-5,674","662,326"
168,1714,和桐            ,"660,000",0,0,0,"660,000"
169,2442,新美齊          ,"646,000",0,0,5,"646,005"
170,9907,統一實          ,"647,100",0,"5,000","-23,000","629,100"
171,00640L,富邦日本正2     ,"36,000",0,0,"592,393","628,393"
172,00898,國泰基因免疫革命,"396,000",0,0,"230,374","626,374"
173,1313,聯成            ,"583,000",0,0,"40,000","623,000"
174,2009,第一銅          ,"596,000",0,0,"17,659","613,659"
175,1310,台苯            ,"609,000",0,0,0,"609,000"
176,8163,達方            ,"648,000",0,"-18,153","-28,000","601,847"
177,2439,美律            ,"615,000",0,"-8,192","-6,000","600,808"
178,6415,矽力*-KY        ,"565,540",0,"-7,306","35,091","593,325"
179,3714,富采            ,"565,840",0,0,"22,526","588,366"
180,9917,中保科          ,"582,740",0,0,-443,"582,297"
181,1711,永光            ,"582,000",0,0,0,"582,000"
182,1722,台肥            ,"582,000",0,"-6,000","-3,045","572,955"
183,3060,銘異            ,"566,000",0,0,934,"566,934"
184,6112,邁達特          ,"495,000",0,0,"66,000","561,000"
185,1514,亞力            ,"555,000",0,0,1,"555,001"
186,1447,力鵬            ,"545,000",0,0,"-1,000","544,000"
187,2355,敬鵬            ,"1,264,000",0,0,"-723,550","540,450"
188,8046,南電            ,"616,260",0,"-19,070","-63,996","533,194"
189,2377,微星            ,"104,000",0,"385,655","41,015","530,670"
190,5531,鄉林            ,"563,000",0,0,"-36,000","527,000"
191,2358,廷鑫            ,"514,000",0,0,"5,000","519,000"
192,1455,集盛            ,"518,000",0,0,0,"518,000"
193,9939,宏全            ,"482,000",0,"19,000","16,149","517,149"
194,2601,益航            ,"517,000",0,0,0,"517,000"
195,2017,官田鋼          ,"509,000",0,0,"1,000","510,000"
196,2474,可成            ,"409,949",0,"237,382","-140,017","507,314"
197,2504,國產            ,"502,000",0,0,"2,204","504,204"
198,1718,中纖            ,"502,000",0,0,"2,000","504,000"
199,2327,國巨            ,"550,260",0,"-27,107","-28,683","494,470"
200,2630,亞航            ,"488,000",0,0,"2,001","490,001"
201,1808,潤隆            ,"489,000",0,0,0,"489,000"
202,3305,昇貿            ,"460,000",0,0,"27,001","487,001"
203,2344,華邦電          ,"1,511,242",0,"-34,981","-991,205","485,056"
204,00763U,期街口道瓊銅    ,"46,000",0,0,"436,022","482,022"
205,9933,中鼎            ,"455,000",0,"-1,000","27,000","481,000"
206,2897,王道銀行        ,"524,000",0,0,"-45,000","479,000"
207,2354,鴻準            ,"464,500",0,"-2,114","8,516","470,902"
208,4142,國光生          ,"468,000",0,"-2,000",0,"466,000"
209,2501,國建            ,"465,000",0,0,0,"465,000"
210,1108,幸福            ,"463,000",0,0,0,"463,000"
211,2103,台橡            ,"461,000",0,0,0,"461,000"
212,3022,威強電          ,"143,695",0,"-1,000","298,868","441,563"
213,6189,豐藝            ,"443,000",0,0,"-3,397","439,603"
214,1608,華榮            ,"423,000",0,0,0,"423,000"
215,3712,永崴投控        ,"413,000",0,0,"8,000","421,000"
216,2851,中再保          ,"425,000",0,0,"-8,000","417,000"
217,2547,日勝生          ,"412,000",0,0,0,"412,000"
218,2903,遠百            ,"473,000",0,"-55,000","-9,092","408,908"
219,6901,鑽石投資        ,"444,000",0,0,"-40,000","404,000"
220,2912,統一超          ,"383,963",0,"6,000","11,686","401,649"
221,2034,允強            ,"410,000",0,0,"-9,000","401,000"
222,3024,憶聲            ,"397,000",0,0,0,"397,000"
223,2029,盛餘            ,"388,000",0,0,"4,003","392,003"
224,00675L,富邦臺灣加權正2 ,"75,000",0,0,"315,305","390,305"
225,2820,華票            ,"415,000",0,0,"-25,000","390,000"
226,1210,大成            ,"353,000",0,0,"34,554","387,554"
227,00927,群益半導體收益  ,"14,000",0,0,"367,179","381,179"
228,3014,聯陽            ,"396,900",0,0,"-18,016","378,884"
229,1708,東鹼            ,"375,000",0,0,-30,"374,970"
230,2106,建大            ,"393,103",0,"-22,000",-99,"371,004"
231,2855,統一證          ,"370,000",0,0,0,"370,000"
232,2461,光群雷          ,"380,000",0,0,"-18,000","362,000"
233,2379,瑞昱            ,"310,299",0,"120,897","-72,705","358,491"
234,3413,京鼎            ,"321,000",0,"50,000","-13,321","357,679"
235,2905,三商            ,"532,000",0,0,"-175,001","356,999"
236,1789,神隆            ,"351,000",0,0,1,"351,001"
237,6108,競國            ,"345,000",0,0,1,"345,001"
238,3008,大立光          ,"232,114",0,"90,510","21,426","344,050"
239,020030,統一智慧電動車N ,0,0,0,"338,000","338,000"
240,1440,南紡            ,"333,000",0,0,0,"333,000"
241,2468,華經            ,"331,000",0,0,"-1,000","330,000"
242,2530,華建            ,"341,000",0,"-1,000","-10,207","329,793"
243,2498,宏達電          ,"679,100",0,"-9,000","-343,578","326,522"
244,8467,波力-KY         ,"363,000",0,0,"-37,000","326,000"
245,00730,富邦臺灣優質高息,"22,000",0,0,"299,388","321,388"
246,5608,四維航          ,"310,777",0,0,"8,000","318,777"
247,1611,中電            ,"312,000",0,0,0,"312,000"
248,2025,千興            ,"309,000",0,0,"2,000","311,000"
249,2458,義隆            ,"328,961",0,"-3,586","-16,159","309,216"
250,0055,元大MSCI金融    ,"202,000",0,0,"105,877","307,877"
251,3588,通嘉            ,"297,000",0,0,"8,000","305,000"
252,1304,台聚            ,"304,800",0,0,0,"304,800"
253,2387,精元            ,"313,000",0,0,"-9,000","304,000"
254,1904,正隆            ,"306,000",0,0,"-3,999","302,001"
255,00861,元大全球未來通訊,"60,000",0,0,"241,143","301,143"
256,00913,兆豐台灣晶圓製造,0,0,0,"294,530","294,530"
257,6269,台郡            ,"299,722",0,"-4,451","-1,208","294,063"
258,1104,環泥            ,"310,000",0,0,"-17,000","293,000"
259,2030,彰源            ,"290,000",0,0,0,"290,000"
260,1312,國喬            ,"302,050",0,0,"-14,000","288,050"
261,2838,聯邦銀          ,"313,000",0,0,"-25,790","287,210"
262,2207,和泰車          ,"281,440",0,"3,000","2,593","287,033"
263,2481,強茂            ,"252,000",0,0,"34,713","286,713"
264,2539,櫻花建          ,"284,000",0,0,0,"284,000"
265,1227,佳格            ,"278,000",0,0,0,"278,000"
266,2101,南港            ,"278,000",0,0,0,"278,000"
267,3042,晶技            ,"299,652",0,"-7,610","-15,000","277,042"
268,3591,艾笛森          ,"264,000",0,0,"6,073","270,073"
269,6177,達麗            ,"263,000",0,0,0,"263,000"
270,0052,富邦科技        ,"107,000",0,"95,000","58,359","260,359"
271,2636,台驊投控        ,"259,804",0,0,-18,"259,786"
272,3592,瑞鼎            ,"254,200",0,"-1,000","1,138","254,338"
273,2020,美亞            ,"247,973",0,0,1,"247,974"
274,8150,南茂            ,"272,000",0,"-23,470","-1,000","247,530"
275,8926,台汽電          ,"240,701",0,0,280,"240,981"
276,3443,創意            ,"268,966",0,"-1,291","-27,951","239,724"
277,020020,元大台股領航N   ,0,0,0,"239,000","239,000"
278,9927,泰銘            ,"222,000",0,0,"15,118","237,118"
279,2540,愛山林          ,"237,000",0,0,0,"237,000"
280,2849,安泰銀          ,"233,000",0,0,"1,000","234,000"
281,1810,和成            ,"234,000",0,0,0,"234,000"
282,2010,春源            ,"228,000",0,0,0,"228,000"
283,2511,太子            ,"227,000",0,0,7,"227,007"
284,3669,圓展            ,"227,000",0,0,0,"227,000"
285,6239,力成            ,"471,000",0,"-101,506","-143,000","226,494"
286,2706,第一店          ,"226,000",0,0,0,"226,000"
287,2211,長榮鋼          ,"235,000",0,"-9,708","-1,000","224,292"
288,2495,普安            ,"224,000",0,0,0,"224,000"
289,2923,鼎固-KY         ,"222,000",0,0,0,"222,000"
290,2399,映泰            ,"220,000",0,0,512,"220,512"
291,9910,豐泰            ,"359,548",0,"-158,224","9,991","211,315"
292,3596,智易            ,"320,000",0,"-148,543","36,902","208,359"
293,6515,穎崴            ,"108,000",0,"81,000","12,297","201,297"
294,2316,楠梓電          ,"181,000",0,0,"17,258","198,258"
295,2441,超豐            ,"208,000",0,"-17,679","7,145","197,466"
296,4916,事欣科          ,"194,000",0,0,"2,000","196,000"
297,2374,佳能            ,"156,000",0,0,"39,848","195,848"
298,1471,首利            ,"195,000",0,0,0,"195,000"
299,9924,福興            ,"193,000",0,0,0,"193,000"
300,2404,漢唐            ,"239,563",0,"-90,303","41,194","190,454"
301,2480,敦陽科          ,"189,000",0,0,423,"189,423"
302,1218,泰山            ,"196,000",0,0,"-7,000","189,000"
303,2208,台船            ,"188,000",0,0,0,"188,000"
304,8215,明基材          ,"186,000",0,0,0,"186,000"
305,1409,新纖            ,"185,000",0,0,1,"185,001"
306,1449,佳和            ,"184,000",0,0,"1,000","185,000"
307,3645,達邁            ,"184,000",0,0,568,"184,568"
308,6592,和潤企業        ,"183,000",0,0,279,"183,279"
309,1701,中化            ,"180,000",0,0,0,"180,000"
310,00670L,富邦NASDAQ正2   ,"102,000",0,0,"75,300","177,300"
311,2425,承啟            ,"176,000",0,0,0,"176,000"
312,3028,增你強          ,"201,000",0,0,"-25,000","176,000"
313,2836,高雄銀          ,"185,000",0,0,"-9,000","176,000"
314,3533,嘉澤            ,"235,000",0,"-47,368","-13,166","174,466"
315,3380,明泰            ,"217,000",0,0,"-43,366","173,634"
316,2338,光罩            ,"244,000",0,0,"-72,208","171,792"
317,1307,三芳            ,"171,000",0,0,0,"171,000"
318,9940,信義            ,"170,000",0,0,0,"170,000"
319,4977,眾達-KY         ,"168,944",0,0,0,"168,944"
320,2614,東森            ,"168,000",0,0,0,"168,000"
321,3033,威健            ,"205,000",0,"-1,000","-36,000","168,000"
322,2049,上銀            ,"96,633",0,"75,804","-4,931","167,506"
323,4526,東台            ,"166,000",0,0,0,"166,000"
324,1308,亞聚            ,"195,000",0,"-31,233","1,789","165,556"
325,9911,櫻花            ,"165,000",0,0,0,"165,000"
326,1616,億泰            ,"164,000",0,0,0,"164,000"
327,6805,富世達          ,"2,455",0,"116,000","43,000","161,455"
328,6438,迅得            ,"150,000",0,0,"9,000","159,000"
329,3058,立德            ,"159,000",0,0,0,"159,000"
330,1201,味全            ,"158,000",0,0,0,"158,000"
331,5434,崇越            ,"82,600",0,"9,917","63,861","156,378"
332,6526,達發            ,"162,010",0,"5,000","-11,000","156,010"
333,2488,漢平            ,"154,000",0,0,-690,"153,310"
334,3419,譁裕            ,"151,000",0,0,0,"151,000"
335,1519,華城            ,"180,000",0,-328,"-28,842","150,830"
336,9955,佳龍            ,"150,000",0,0,0,"150,000"
337,00661,元大日經225     ,"17,000",0,0,"132,028","149,028"
338,2705,六福            ,"150,000",0,0,"-1,000","149,000"
339,2108,南帝            ,"151,999",0,"-3,000",0,"148,999"
340,3019,亞光            ,"80,588",0,"55,000","9,997","145,585"
341,1309,台達化          ,"145,000",0,0,0,"145,000"
342,4306,炎洲            ,"169,000",0,0,"-24,000","145,000"
343,00681R,元大美債20反1   ,0,0,0,"144,996","144,996"
344,2395,研華            ,"149,727",0,"-3,678","-2,433","143,616"
345,2536,宏普            ,"145,000",0,0,"-2,000","143,000"
346,1712,興農            ,"165,000",0,"-23,000",0,"142,000"
347,6024,群益期          ,"142,000",0,0,0,"142,000"
348,8070,長華*           ,"155,000",0,0,"-15,000","140,000"
349,1806,冠軍            ,"139,000",0,0,0,"139,000"
350,1219,福壽            ,"139,000",0,0,0,"139,000"
351,2406,國碩            ,"137,000",0,0,"1,000","138,000"
352,2385,群光            ,"1,102,740",0,"-820,144","-144,910","137,686"
353,1339,昭輝            ,"137,000",0,0,2,"137,002"
354,00656R,國泰中國A50反1  ,0,0,0,"137,000","137,000"
355,9914,美利達          ,"-42,000",0,"170,000","8,000","136,000"
356,2453,凌群            ,"206,000",0,0,"-70,044","135,956"
357,2883B,開發金乙特      ,"183,000",0,0,"-50,000","133,000"
358,1532,勤美            ,"46,000",0,0,"84,956","130,956"
359,2426,鼎元            ,"130,000",0,0,0,"130,000"
360,8011,台通            ,"130,000",0,0,0,"130,000"
361,5534,長虹            ,"128,000",0,0,"1,999","129,999"
362,020038,元大ESG配息N    ,0,0,0,"129,000","129,000"
363,1533,車王電          ,"134,000",0,0,"-5,000","129,000"
364,4968,立積            ,"283,000",0,0,"-154,933","128,067"
365,2357,華碩            ,"147,466",0,"18,749","-38,181","128,034"
366,2906,高林            ,"125,000",0,0,0,"125,000"
367,9934,成霖            ,"124,000",0,0,0,"124,000"
368,2363,矽統            ,"530,296",0,0,"-406,759","123,537"
369,2233,宇隆            ,"123,000",0,0,190,"123,190"
370,020029,元大ESG高股息N  ,0,0,0,"123,000","123,000"
371,00654R,富邦印度反1     ,0,0,0,"122,993","122,993"
372,8940,新天地          ,"122,000",0,0,0,"122,000"
373,1442,名軒            ,"117,000",0,0,0,"117,000"
374,6426,統新            ,"117,000",0,0,"-1,000","116,000"
375,3025,星通            ,"115,000",0,0,"1,000","116,000"
376,1603,華電            ,"86,000",0,0,"28,000","114,000"
377,1604,聲寶            ,"114,000",0,0,0,"114,000"
378,00915,凱基優選高股息30,"-14,000",0,0,"127,878","113,878"
379,3530,晶相光          ,"104,000",0,0,"8,999","112,999"
380,2611,志信            ,"112,000",0,0,0,"112,000"
381,2007,燁興            ,"112,000",0,0,0,"112,000"
382,2493,揚博            ,"108,000",0,0,1,"108,001"
383,2545,皇翔            ,"108,000",0,0,0,"108,000"
384,1721,三晃            ,"107,000",0,0,0,"107,000"
385,2365,昆盈            ,"113,000",0,0,"-6,000","107,000"
386,00892,富邦台灣半導體  ,"767,000",0,0,"-660,532","106,468"
387,2022,聚亨            ,"110,000",0,0,"-4,000","106,000"
388,00924,復華S&P500成長  ,"-989,000",0,0,"1,092,871","103,871"
389,2506,太設            ,"103,000",0,0,0,"103,000"
390,2464,盟立            ,"105,000",0,0,"-2,230","102,770"
391,1103,嘉泥            ,"102,000",0,0,0,"102,000"
392,2428,興勤            ,"101,000",0,0,740,"101,740"
393,1513,中興電          ,"136,000",0,-807,"-33,556","101,637"
394,6781,AES-KY          ,"109,020",0,"1,000","-10,011","100,009"
395,1702,南僑            ,"100,000",0,0,0,"100,000"
396,00738U,期元大道瓊白銀  ,"-58,000",0,0,"157,999","99,999"
397,00852L,國泰美國道瓊正2 ,"108,000",0,0,"-9,850","98,150"
398,1709,和益            ,"97,000",0,0,0,"97,000"
399,3056,富華新          ,"107,000",0,"-1,000","-9,630","96,370"
400,2015,豐興            ,"96,000",0,"-1,000",-349,"94,651"
401,1903,士紙            ,"94,000",0,0,-395,"93,605"
402,1809,中釉            ,"93,000",0,0,0,"93,000"
403,8341,日友            ,"93,000",0,0,-1,"92,999"
404,3703,欣陸            ,"138,000",0,"-23,308","-22,147","92,545"
405,00926,凱基全球菁英55  ,"-138,000",0,0,"230,000","92,000"
406,2516,新建            ,"165,001",0,0,"-74,000","91,001"
407,1727,中華化          ,"90,000",0,0,990,"90,990"
408,2850,新產            ,"91,000",0,"-1,000",0,"90,000"
409,3048,益登            ,"90,000",0,0,-32,"89,968"
410,3705,永信            ,"92,000",0,0,"-3,000","89,000"
411,9946,三發地產        ,"88,900",0,0,0,"88,900"
412,3338,泰碩            ,"89,000",0,0,"-1,001","87,999"
413,1536,和大            ,"86,000",0,0,"1,473","87,473"
414,00752,中信中國50      ,"24,900",0,0,"61,758","86,658"
415,3016,嘉晶            ,"69,000",0,0,"17,000","86,000"
416,2505,國揚            ,"85,000",0,0,0,"85,000"
