,Unnamed: 0,代號,股票名稱,上市日,市場別,產業別
166,168,1721,三晃,1996-05-16,上市,化學工業
167,169,1722,台肥,1998-03-24,上市,化學工業
168,170,1723,中碳,1998-11-27,上市,化學工業
169,171,1725,元禎,2000-09-11,上市,化學工業
170,172,1726,永記,2000-09-11,上市,化學工業
171,173,1727,中華化,2000-09-11,上市,化學工業
172,174,1730,花仙子,2001-09-17,上市,化學工業
173,175,1731,美吾華,2001-09-17,上市,生技醫療業
174,176,1732,毛寶,2001-09-17,上市,化學工業
175,177,1733,五鼎,2001-09-17,上市,生技醫療業
176,178,1734,杏輝,2002-08-26,上市,生技醫療業
177,179,1735,日勝化,2002-08-26,上市,化學工業
178,180,1736,喬山,2003-01-09,上市,生技醫療業
179,181,1737,臺鹽,2003-11-18,上市,食品工業
180,182,1752,南光,2022-01-19,上市,生技醫療業
181,183,1760,寶齡富錦,2018-01-23,上市,生技醫療業
182,184,1762,中化生,2010-12-20,上市,生技醫療業
183,185,1773,勝一,2009-02-27,上市,化學工業
184,186,1776,展宇,2016-05-09,上市,化學工業
185,187,1783,和康生,2013-12-20,上市,生技醫療業
186,188,1786,科妍,2013-11-12,上市,生技醫療業
187,189,1789,神隆,2011-09-29,上市,生技醫療業
188,190,1795,美時,2019-12-16,上市,生技醫療業
189,191,1802,台玻,1973-07-20,上市,玻璃陶瓷
190,192,1805,寶徠,1989-10-20,上市,建材營造業
191,193,1806,冠軍,1992-09-29,上市,玻璃陶瓷
192,194,1808,潤隆,1994-10-26,上市,建材營造業
193,195,1809,中釉,1996-04-30,上市,玻璃陶瓷
194,196,1810,和成,1991-10-14,上市,玻璃陶瓷
195,197,1817,凱撒衛,2013-10-24,上市,玻璃陶瓷
196,198,1903,士紙,1963-12-09,上市,造紙工業
197,199,1904,正隆,1971-09-10,上市,造紙工業
198,200,1905,華紙,1975-02-07,上市,造紙工業
199,201,1906,寶隆,1976-04-26,上市,造紙工業
200,202,1907,永豐餘,1977-02-22,上市,造紙工業
201,203,1909,榮成,1985-11-19,上市,造紙工業
202,204,2002,中鋼,1974-12-26,上市,鋼鐵工業
203,205,2006,東和鋼鐵,1988-07-13,上市,鋼鐵工業
204,206,2007,燁興,1988-10-04,上市,鋼鐵工業
205,207,2008,高興昌,1988-12-28,上市,鋼鐵工業
206,208,2009,第一銅,1989-10-20,上市,鋼鐵工業
207,209,2010,春源,1989-12-22,上市,鋼鐵工業
208,210,2012,春雨,1991-10-17,上市,鋼鐵工業
209,211,2013,中鋼構,1992-01-21,上市,鋼鐵工業
210,212,2014,中鴻,1992-02-20,上市,鋼鐵工業
211,213,2015,豐興,1992-05-25,上市,鋼鐵工業
212,214,2017,官田鋼,1992-11-02,上市,鋼鐵工業
213,215,2020,美亞,1993-04-27,上市,鋼鐵工業
214,216,2022,聚亨,1995-03-27,上市,鋼鐵工業
215,217,2023,燁輝,1995-07-28,上市,鋼鐵工業
216,218,2024,志聯,1995-12-30,上市,鋼鐵工業
217,219,2025,千興,1996-02-08,上市,鋼鐵工業
218,220,2027,大成鋼,1996-10-24,上市,鋼鐵工業
219,221,2028,威致,1996-12-13,上市,鋼鐵工業
220,222,2029,盛餘,1997-01-11,上市,鋼鐵工業
221,223,2030,彰源,1998-12-24,上市,鋼鐵工業
222,224,2031,新光鋼,2000-09-11,上市,鋼鐵工業
223,225,2032,新鋼,2000-09-11,上市,鋼鐵工業
224,226,2033,佳大,2000-09-11,上市,鋼鐵工業
225,227,2034,允強,2001-09-17,上市,鋼鐵工業
226,228,2038,海光,2008-12-30,上市,鋼鐵工業
227,229,2049,上銀,2009-06-26,上市,電機機械
228,230,2059,川湖,2008-06-25,上市,電子零組件業
229,231,2062,橋椿,2007-11-16,上市,其他業
230,232,2069,運錩,2016-03-22,上市,鋼鐵工業
231,233,2101,南港,1963-11-01,上市,橡膠工業
232,234,2102,泰豐,1979-07-16,上市,橡膠工業
233,235,2103,台橡,1982-09-25,上市,橡膠工業
234,236,2104,國際中橡,1986-07-15,上市,橡膠工業
235,237,2105,正新,1987-12-07,上市,橡膠工業
236,238,2106,建大,1990-12-20,上市,橡膠工業
237,239,2107,厚生,1992-03-03,上市,橡膠工業
238,240,2108,南帝,1992-10-27,上市,橡膠工業
239,241,2109,華豐,2000-05-08,上市,橡膠工業
240,242,2114,鑫永銓,2010-12-29,上市,橡膠工業
242,244,2201,裕隆,1976-07-08,上市,汽車工業
243,245,2204,中華,1991-03-12,上市,汽車工業
244,246,2206,三陽工業,1996-07-29,上市,汽車工業
245,247,2207,和泰車,1997-02-25,上市,汽車工業
246,248,2208,台船,2008-12-22,上市,航運業
247,249,2211,長榮鋼,2021-04-12,上市,鋼鐵工業
248,250,2227,裕日車,2004-12-21,上市,汽車工業
249,251,2228,劍麟,2013-11-25,上市,汽車工業
250,252,2231,為升,2010-11-19,上市,汽車工業
251,253,2233,宇隆,2019-09-17,上市,汽車工業
254,256,2241,艾姆勒,2020-08-26,上市,汽車工業
256,258,2247,汎德永業,2020-10-12,上市,汽車工業
258,260,2301,光寶科,1995-11-17,上市,電腦及週邊設備業
259,261,2302,麗正,1985-01-15,上市,半導體業
260,262,2303,聯電,1985-07-16,上市,半導體業
261,263,2305,全友,1988-10-21,上市,電腦及週邊設備業
262,264,2308,台達電,1988-12-19,上市,電子零組件業
263,265,2312,金寶,1989-11-07,上市,其他電子業
264,266,2313,華通,1990-07-24,上市,電子零組件業
265,267,2314,台揚,1990-08-08,上市,通信網路業
266,268,2316,楠梓電,1991-02-05,上市,電子零組件業
267,269,2317,鴻海,1991-06-18,上市,其他電子業
268,270,2321,東訊,1991-11-08,上市,通信網路業
269,271,2323,中環,1992-02-17,上市,光電業
270,272,2324,仁寶,1992-02-18,上市,電腦及週邊設備業
271,273,2327,國巨,1993-10-22,上市,電子零組件業
272,274,2328,廣宇,1993-11-09,上市,電子零組件業
273,275,2329,華泰,1994-04-20,上市,半導體業
274,276,2330,台積電,1994-09-05,上市,半導體業
275,277,2331,精英,1994-09-21,上市,電腦及週邊設備業
276,278,2332,友訊,1994-10-17,上市,通信網路業
277,279,2337,旺宏,1995-03-15,上市,半導體業
278,280,2338,光罩,1995-04-17,上市,半導體業
279,281,2340,台亞,1995-05-02,上市,半導體業
280,282,2342,茂矽,1995-09-19,上市,半導體業
281,283,2344,華邦電,1995-10-18,上市,半導體業
282,284,2345,智邦,1995-11-15,上市,通信網路業
283,285,2347,聯強,1995-12-13,上市,電子通路業
284,286,2348,海悅,1996-01-05,上市,其他業
285,287,2349,錸德,1996-04-23,上市,光電業
286,288,2351,順德,1996-04-25,上市,半導體業
287,289,2352,佳世達,1996-07-22,上市,電腦及週邊設備業
288,290,2353,宏碁,1996-09-18,上市,電腦及週邊設備業
289,291,2354,鴻準,1996-10-08,上市,其他電子業
290,292,2355,敬鵬,1996-10-14,上市,電子零組件業
291,293,2356,英業達,1996-11-13,上市,電腦及週邊設備業
292,294,2357,華碩,1996-11-14,上市,電腦及週邊設備業
293,295,2358,廷鑫,1996-12-18,上市,其他業
294,296,2359,所羅門,1996-12-19,上市,其他電子業
295,297,2360,致茂,1996-12-21,上市,其他電子業
296,298,2362,藍天,1997-04-02,上市,電腦及週邊設備業
297,299,2363,矽統,1997-08-01,上市,半導體業
298,300,2364,倫飛,1997-08-11,上市,電腦及週邊設備業
299,301,2365,昆盈,1997-11-03,上市,電腦及週邊設備業
300,302,2367,燿華,1997-12-13,上市,電子零組件業
301,303,2368,金像電,1998-03-09,上市,電子零組件業
302,304,2369,菱生,1998-04-10,上市,半導體業
303,305,2371,大同,1962-02-09,上市,電機機械
304,306,2373,震旦行,1991-08-01,上市,其他電子業
305,307,2374,佳能,1995-01-16,上市,光電業
306,308,2375,凱美,1998-08-29,上市,電子零組件業
307,309,2376,技嘉,1998-09-24,上市,電腦及週邊設備業
308,310,2377,微星,1998-10-31,上市,電腦及週邊設備業
309,311,2379,瑞昱,1998-10-26,上市,半導體業
310,312,2380,虹光,1998-12-03,上市,電腦及週邊設備業
311,313,2382,廣達,1999-01-08,上市,電腦及週邊設備業
312,314,2383,台光電,1998-11-27,上市,電子零組件業
313,315,2385,群光,1999-01-05,上市,電子零組件業
314,316,2387,精元,1999-01-25,上市,電腦及週邊設備業
315,317,2388,威盛,1999-03-05,上市,半導體業
316,318,2390,云辰,1999-06-15,上市,其他電子業
317,319,2392,正崴,1999-09-20,上市,電子零組件業
318,320,2393,億光,1999-11-04,上市,光電業
319,321,2395,研華,1999-12-13,上市,電腦及週邊設備業
320,322,2397,友通,2000-01-15,上市,電腦及週邊設備業
321,323,2399,映泰,1999-12-16,上市,電腦及週邊設備業
322,324,2401,凌陽,2000-01-27,上市,半導體業
323,325,2402,毅嘉,2000-01-14,上市,電子零組件業
324,326,2404,漢唐,2000-03-14,上市,其他電子業
325,327,2405,輔信,2000-03-17,上市,電腦及週邊設備業
326,328,2406,國碩,2000-04-29,上市,光電業
327,329,2408,南亞科,2000-08-17,上市,半導體業
328,330,2409,友達,2000-09-08,上市,光電業
329,331,2412,中華電,2000-10-27,上市,通信網路業
330,332,2413,環科,2000-09-11,上市,電子零組件業
331,333,2414,精技,2000-09-11,上市,電子通路業
332,334,2415,錩新,2000-09-11,上市,電子零組件業
333,335,2417,圓剛,2000-09-11,上市,電腦及週邊設備業
334,336,2419,仲琦,2000-09-11,上市,通信網路業
